ANIO,ID_PERSONA,LLAVE_ENTIDAD,LLAVE_MUNICIPIO,CLAVE_MUNICIPIO_INEGI(CLAVE_DE_AGEM),LLAVE_LOCALIDAD,CLAVE_LOCALIDAD_INEGI,ID_VIVIENDA,ID_HOGAR,LLAVE_COBERTURA,LLAVE_CLASEVIVIENDA,LLAVE_SEXO,LLAVE_PARENTESCO,LLAVE_IDENTMADRE,LLAVE_IDENTPADRE,LLAVE_PAIS_NAC,LLAVE_ENTIDAD_NAC,LLAVE_NACIONALIDAD,LLAVE_SERSALUD,LLAVE_AFRODES,LLAVE_REGISNAC,LLAVE_RELIGION,LLAVE_HLENGUA,LLAVE_LENGUAMAT,LLAVE_HESPANOL,LLAVE_ELENGUA,LLAVE_PERTEINDIGENA,LLAVE_ASISESCOLAR,LLAVE_PAIS_ASISESCOLAR,LLAVE_ENTIDAD_ASISESCOLAR,LLAVE_MUNICIPIO_ASISESCOLAR,LLAVE_TIETRASLADO_ESCOLAR,LLAVE_MEDTRASLADO_ESCOLAR,LLAVE_NIVACAD,LLAVE_CARRERA,LLAVE_ALFABETISMO,LLAVE_PAIS_RES5A,LLAVE_ENTIDAD_RES5A,LLAVE_MUNICIPIO_RES5A,LLAVE_CAUSAMIGRACION,LLAVE_SITUACONYUGAL,LLAVE_IDENTPAREJA,LLAVE_ACTPRIMARIA,LLAVE_OCUPACION,LLAVE_SITTRA,LLAVE_ACTECONOMICA,ACTIVIDAD_ECONOMICA_INEGI,LLAVE_PAIS_TRABAJO,LLAVE_ENTIDAD_TRABAJO,LLAVE_MUNICIPIO_TRABAJO,LLAVE_TIETRASLADO_TRABAJO,LLAVE_MEDTRASLADO_TRABAJO,LLAVE_TAMLOC,ESTRATO,UPM,FACTOR_EXP,NUMPERSONA,EDAD,ESCOLARIDAD,ESCOLARIDAD_ACUMULADA,INGRESO,HORAS_TRABAJADAS,HIJOS_NACIDOS,HIJOS_VIVOS,HIJOS_FALLECIDOS,MERCADO_TRABAJO_LOCAL
2000,200000000000000004931,1,17,1,170001,1.0,2000000001452648,2000000000001791.0,0,0,2,301,0,0,235,1,0,1,0,0,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,0,999,,601,0,0,0,0,4,100101050,12,10,,1.0,,,0.0,,,,,1
2000,200000000000000004936,1,17,1,170001,1.0,2000000001453168,2000000000001793.0,0,0,1,101,0,0,235,1,0,7,0,0,1,2,0,0,0,3,2,601,0,0,0,0,13,361,1,235,1,17,0,8,0,1,41100,4,463,462.0,235,1,17,0,0,4,100101050,12,10,,30.0,5.0,17.0,5357.0,70.0,,,,1
2000,200000000000000004939,1,17,1,170001,1.0,2000000001453168,2000000000001793.0,0,0,1,301,0,0,235,1,0,7,0,0,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,0,999,,601,0,0,0,0,4,100101050,12,10,,0.0,,,0.0,,,,,1
2000,200000000000000004937,1,17,1,170001,1.0,2000000001453168,2000000000001793.0,0,0,2,201,0,0,235,9,0,7,0,0,1,2,0,0,0,3,2,601,0,0,0,0,13,361,1,235,1,17,0,8,0,6,0,0,999,,601,0,0,0,0,4,100101050,12,10,,28.0,5.0,17.0,0.0,,2.0,2.0,0.0,1
2000,200000000000000004948,1,17,1,170001,1.0,2000000001453948,2000000000001796.0,0,0,2,301,0,0,235,1,0,1,0,0,1,2,0,0,0,3,2,601,0,0,0,0,13,1132,1,235,1,17,0,8,0,1,24413,1,622,621.0,235,1,17,0,0,4,100101050,12,10,,27.0,4.0,16.0,5000.0,36.0,1.0,1.0,0.0,1
2000,200000000000000004946,1,17,1,170001,1.0,2000000001453948,2000000000001796.0,0,0,1,611,0,0,235,1,0,1,0,0,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,0,999,,601,0,0,0,0,4,100101050,12,10,,1.0,,,0.0,,,,,1
2000,200000000000000004954,1,17,1,170001,1.0,2000000001454208,2000000000001797.0,0,0,2,101,0,0,235,1,0,7,0,0,1,2,0,0,0,3,2,601,0,0,0,0,2,0,1,235,1,17,0,1,0,1,31101,6,999,999.0,235,1,17,0,0,4,100101050,12,10,,43.0,6.0,6.0,0.0,40.0,2.0,2.0,0.0,1
2000,200000000000000005499,1,17,1,170001,1.0,2000000001455499,2000000000001802.0,0,0,1,301,0,0,235,1,0,1,0,0,1,2,0,0,0,3,1,601,0,0,0,0,3,0,1,235,1,17,0,9,0,5,0,0,999,,601,0,0,0,0,4,100101050,12,10,,14.0,3.0,9.0,0.0,,,,,1
2000,200000000000000005504,1,17,1,170001,1.0,2000000001455757,2000000000001803.0,0,0,2,618,0,0,235,1,0,7,0,0,1,2,0,0,0,3,1,601,0,0,0,0,2,0,1,235,1,17,0,0,0,0,0,0,999,,601,0,0,0,0,4,100101050,12,10,,11.0,5.0,5.0,0.0,,,,,1
2000,200000000000000005508,1,17,1,170001,1.0,2000000001456015,2000000000001804.0,0,0,1,101,0,0,235,1,0,1,0,0,1,2,0,0,0,3,2,601,0,0,0,0,13,361,1,235,1,17,0,8,0,1,21206,1,466,465.0,235,1,17,0,0,4,100101050,12,10,,56.0,5.0,17.0,3000.0,48.0,,,,1
2000,200000000000000005528,1,17,1,170001,1.0,2000000001457563,2000000000001810.0,0,0,2,603,0,0,235,32,0,7,0,0,1,2,0,0,0,3,2,601,0,0,0,0,13,814,1,235,32,2401,5,9,0,3,0,0,999,,601,0,0,0,0,4,100101050,12,10,,23.0,5.0,17.0,0.0,,,,,1
2000,200000000000000005533,1,17,1,170001,1.0,2000000001457821,2000000000001811.0,0,0,1,101,0,0,235,15,0,1,0,0,1,2,0,0,0,3,2,601,0,0,0,0,3,0,1,235,1,17,0,8,0,1,41102,1,461,460.0,235,1,17,0,0,4,100101050,12,10,,34.0,3.0,9.0,2486.0,69.0,,,,1
2000,200000000000000005547,1,17,1,170001,1.0,2000000001458853,2000000000001815.0,0,0,2,101,0,0,235,1,0,1,0,0,1,2,0,0,0,3,2,601,0,0,0,0,2,0,1,235,1,17,0,8,0,6,0,0,999,,601,0,0,0,0,4,100101050,12,10,,65.0,1.0,1.0,0.0,,4.0,4.0,0.0,1
2000,200000000000000005551,1,17,1,170001,1.0,2000000001459111,2000000000001816.0,0,0,2,301,0,0,235,9,0,1,0,0,1,2,0,0,0,3,1,601,0,0,0,0,3,0,1,235,12,419,10,9,0,5,0,0,999,,601,0,0,0,0,4,100101050,12,10,,15.0,2.0,8.0,0.0,,,,,1
2000,200000000000000005553,1,17,1,170001,1.0,2000000001459368,2000000000001817.0,0,0,1,618,0,0,235,32,0,2,0,0,1,2,0,0,0,3,1,601,0,0,0,0,4,0,1,235,32,2425,5,9,0,5,0,0,999,,601,0,0,0,0,4,100101050,12,10,,19.0,3.0,12.0,0.0,,,,,1
2000,200000000000000005557,1,17,1,170001,1.0,2000000001460134,2000000000001820.0,0,0,1,301,0,0,235,1,0,2,0,0,1,2,0,0,0,3,1,601,0,0,0,0,13,472,1,235,1,17,0,9,0,5,0,0,999,,601,0,0,0,0,4,100101050,12,10,,23.0,4.0,16.0,0.0,,,,,1
2000,200000000000000005571,1,17,1,170001,1.0,2000000001461409,2000000000001825.0,0,0,1,301,0,0,235,9,0,1,0,0,1,2,0,0,0,3,1,601,0,0,0,0,4,0,1,235,1,17,0,9,0,5,0,0,999,,601,0,0,0,0,4,100101050,12,10,,17.0,1.0,10.0,0.0,,,,,1
2000,200000000000000005575,1,17,1,170001,1.0,2000000001461664,2000000000001826.0,0,0,2,301,0,0,235,32,0,1,0,0,1,2,0,0,0,3,1,601,0,0,0,0,3,0,1,235,1,17,0,9,0,5,0,0,999,,601,0,0,0,0,4,100101050,12,10,,13.0,1.0,7.0,0.0,,,,,1
2000,200000000000000005587,1,17,1,170001,1.0,2000000001462427,2000000000001829.0,0,0,2,301,0,0,235,12,0,1,0,0,1,2,0,0,0,3,1,601,0,0,0,0,3,0,1,235,1,17,0,9,0,5,0,0,999,,601,0,0,0,0,4,100101050,12,10,,15.0,3.0,9.0,0.0,,,,,1
2000,200000000000000005591,1,17,1,170001,1.0,2000000001462678,2000000000001830.0,0,0,2,301,0,0,235,1,0,1,0,0,1,2,0,0,0,3,2,601,0,0,0,0,18,0,2,235,1,17,0,9,0,8,0,0,999,,601,0,0,0,0,4,100101050,12,10,,12.0,0.0,0.0,0.0,,,,,1
2000,200000000000000005595,1,17,1,170001,1.0,2000000001462678,2000000000001830.0,0,0,1,101,0,0,235,1,0,1,0,0,1,2,0,0,0,3,2,601,0,0,0,0,4,0,1,235,1,17,0,8,0,1,99900,1,312,311.0,235,1,17,0,0,4,100101050,12,10,,38.0,3.0,12.0,0.0,61.0,,,,1
2000,200000000000000005592,1,17,1,170001,1.0,2000000001462678,2000000000001830.0,0,0,1,301,0,0,235,1,0,1,0,0,1,2,0,0,0,3,1,601,0,0,0,0,3,0,1,235,1,17,0,9,0,5,0,0,999,,601,0,0,0,0,4,100101050,12,10,,16.0,3.0,9.0,0.0,,,,,1
2000,200000000000000005599,1,17,1,170001,1.0,2000000001462928,2000000000001831.0,0,0,1,101,0,0,235,11,0,7,0,0,107,2,0,0,0,3,2,601,0,0,0,0,4,0,1,235,1,17,0,6,0,1,31408,4,561,560.0,235,1,17,0,0,4,100101050,12,10,,30.0,3.0,12.0,15000.0,48.0,,,,1
2000,200000000000000005607,1,17,1,170001,1.0,2000000001463928,2000000000001835.0,0,0,2,201,0,0,235,1,0,7,0,0,1,2,0,0,0,3,2,601,0,0,0,0,2,0,1,235,1,17,0,8,0,6,0,0,999,,601,0,0,0,0,4,100101050,9,10,,59.0,6.0,6.0,0.0,,5.0,5.0,1.0,1
2000,200000000000000005606,1,17,1,170001,1.0,2000000001463928,2000000000001835.0,0,0,1,101,0,0,235,1,0,7,0,0,1,2,0,0,0,3,2,601,0,0,0,0,2,0,1,235,1,17,0,8,0,1,96302,5,811,810.0,235,1,17,0,0,4,100101050,9,10,,63.0,6.0,6.0,900.0,48.0,,,,1
2000,200000000000000005610,1,17,1,170001,1.0,2000000001464178,2000000000001836.0,0,0,2,603,0,0,235,1,0,1,0,0,1,2,0,0,0,3,2,601,0,0,0,0,2,0,1,235,1,17,0,9,0,1,96203,1,336,335.0,235,1,17,0,0,4,100101050,9,10,,47.0,4.0,4.0,700.0,42.0,,,,1
2000,200000000000000005612,1,17,1,170001,1.0,2000000001464428,2000000000001837.0,0,0,1,301,0,0,235,1,0,5,0,0,1,2,0,0,0,3,1,601,0,0,0,0,1,0,2,235,1,17,0,0,0,0,0,0,999,,601,0,0,0,0,4,100101050,9,10,,5.0,3.0,0.0,0.0,,,,,1
2000,200000000000000005614,1,17,1,170001,1.0,2000000001464428,2000000000001837.0,0,0,2,201,0,0,235,1,0,5,0,0,1,2,0,0,0,3,2,601,0,0,0,0,2,0,1,235,1,17,0,8,0,6,0,0,999,,601,0,0,0,0,4,100101050,9,10,,29.0,6.0,6.0,0.0,,2.0,2.0,0.0,1
2000,200000000000000005618,1,17,1,170001,1.0,2000000001464677,2000000000001838.0,0,0,1,301,0,0,235,1,0,1,0,0,1,2,0,0,0,3,1,601,0,0,0,0,2,0,1,235,1,17,0,0,0,0,0,0,999,,601,0,0,0,0,4,100101050,9,10,,11.0,5.0,5.0,0.0,,,,,1
2000,200000000000000005624,1,17,1,170001,1.0,2000000001464925,2000000000001839.0,0,0,1,101,0,0,235,1,0,1,0,0,1,2,0,0,0,3,2,601,0,0,0,0,5,1263,1,235,1,17,0,8,0,1,41102,1,468,467.0,235,1,17,0,0,4,100101050,9,10,,33.0,3.0,12.0,1350.0,48.0,,,,1
2000,200000000000000005623,1,17,1,170001,1.0,2000000001464925,2000000000001839.0,0,0,2,201,0,0,235,1,0,1,0,0,1,2,0,0,0,3,2,601,0,0,0,0,4,0,1,235,1,17,0,8,0,1,41100,5,465,464.0,235,1,17,0,0,4,100101050,9,10,,24.0,3.0,12.0,500.0,18.0,2.0,2.0,0.0,1
2000,200000000000000005631,1,17,1,170001,1.0,2000000001465421,2000000000001841.0,0,0,1,301,0,0,235,1,0,2,0,0,1,2,0,0,0,3,2,601,0,0,0,0,4,0,1,235,1,17,0,9,0,8,0,0,999,,601,0,0,0,0,4,100101050,9,10,,21.0,1.0,10.0,0.0,,,,,1
2000,200000000000000005635,1,17,1,170001,1.0,2000000001465668,2000000000001842.0,0,0,2,201,0,0,235,1,0,1,0,0,1,2,0,0,0,3,2,601,0,0,0,0,3,0,1,235,1,17,0,8,0,2,41102,1,463,462.0,235,1,17,0,0,4,100101050,9,10,,23.0,3.0,9.0,1286.0,0.0,,,,1
2000,200000000000000005642,1,17,1,170001,1.0,2000000001465915,2000000000001843.0,0,0,1,101,0,0,235,1,0,5,0,0,1,2,0,0,0,3,2,601,0,0,0,0,2,0,2,235,1,17,0,1,0,1,53103,1,812,813.0,601,0,0,0,0,4,100101050,9,10,,58.0,2.0,2.0,1500.0,70.0,,,,1
2000,200000000000000005645,1,17,1,170001,1.0,2000000001466409,2000000000001845.0,0,0,2,101,0,0,235,1,0,1,0,0,1,2,0,0,0,3,2,601,0,0,0,0,3,0,1,235,1,17,0,8,0,8,0,0,999,,601,0,0,0,0,4,100101050,9,10,,17.0,3.0,9.0,0.0,,,,,1
2000,200000000000000005648,1,17,1,170001,1.0,2000000001466656,2000000000001846.0,0,0,2,301,0,0,235,1,0,7,0,0,1,2,0,0,0,3,1,601,0,0,0,0,1,0,2,235,1,17,0,0,0,0,0,0,999,,601,0,0,0,0,4,100101050,9,10,,5.0,2.0,0.0,0.0,,,,,1
2000,200000000000000005655,1,17,1,170001,1.0,2000000001466903,2000000000001847.0,0,0,2,603,0,0,235,32,0,1,0,0,1,2,0,0,0,3,2,601,0,0,0,0,2,0,1,235,1,17,0,9,0,1,41100,5,465,464.0,235,1,17,0,0,4,100101050,9,10,,68.0,6.0,6.0,0.0,10.0,,,,1
2000,200000000000000005660,1,17,1,170001,1.0,2000000001467396,2000000000001849.0,0,0,1,301,0,0,235,1,0,7,0,0,1,2,0,0,0,3,1,601,0,0,0,0,2,0,1,235,1,17,0,9,0,8,0,0,999,,601,0,0,0,0,4,100101050,9,10,,14.0,6.0,6.0,0.0,,,,,1
2000,200000000000000006199,1,17,1,170001,1.0,2000000001467888,2000000000001851.0,0,0,1,301,0,0,235,1,0,5,0,0,1,2,0,0,0,3,2,601,0,0,0,0,2,0,1,235,1,17,0,9,0,1,96203,1,931,930.0,235,1,17,0,0,4,100101050,9,10,,28.0,3.0,3.0,2057.0,35.0,,,,1
2000,200000000000000006201,1,17,1,170001,1.0,2000000001468134,2000000000001852.0,0,0,1,618,0,0,235,1,0,1,0,0,1,2,0,0,0,3,2,601,0,0,0,0,2,0,1,235,1,17,0,9,0,1,81607,1,311,310.0,235,1,17,0,0,4,100101050,9,10,,18.0,6.0,6.0,1500.0,48.0,,,,1
2000,200000000000000006217,1,17,1,170001,1.0,2000000001469357,2000000000001857.0,0,0,2,611,0,0,235,1,0,7,0,0,1,2,0,0,0,3,1,601,0,0,0,0,2,0,1,235,1,17,0,0,0,0,0,0,999,,601,0,0,0,0,4,100101050,9,10,,9.0,2.0,2.0,0.0,,,,,1
2000,200000000000000006224,1,17,1,170001,1.0,2000000001469600,2000000000001858.0,0,0,2,301,0,0,235,1,0,5,0,0,1,2,0,0,0,3,1,601,0,0,0,0,2,0,1,235,1,17,0,0,0,0,0,0,999,,601,0,0,0,0,4,100101050,9,10,,10.0,4.0,4.0,0.0,,,,,1
2000,200000000000000006231,1,17,1,170001,1.0,2000000001469843,2000000000001859.0,0,0,2,201,0,0,235,32,0,7,0,0,1,2,0,0,0,3,2,601,0,0,0,0,2,0,1,235,1,17,0,8,0,8,0,0,999,,601,0,0,0,0,4,100101050,9,10,,64.0,2.0,2.0,0.0,,4.0,4.0,1.0,1
2000,200000000000000006233,1,17,1,170001,1.0,2000000001470086,2000000000001860.0,0,0,2,201,0,0,235,32,0,1,0,0,1,2,0,0,0,3,2,601,0,0,0,0,2,0,1,235,1,17,0,8,0,6,0,0,999,,601,0,0,0,0,4,100101051,16,20,,60.0,6.0,6.0,0.0,,3.0,3.0,0.0,1
2000,200000000000000006238,1,17,1,170001,1.0,2000000001470329,2000000000001861.0,0,0,1,301,0,0,235,1,0,1,0,0,1,2,0,0,0,3,1,601,0,0,0,0,1,0,2,235,1,17,0,0,0,0,0,0,999,,601,0,0,0,0,4,100101051,16,20,,5.0,3.0,0.0,0.0,,,,,1
2000,200000000000000006250,1,17,1,170001,1.0,2000000001471541,2000000000001866.0,0,0,1,301,0,0,235,1,0,1,0,0,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,0,999,,601,0,0,0,0,4,100101051,16,20,,4.0,,,0.0,,,,,1
2000,200000000000000006253,1,17,1,170001,1.0,2000000001471541,2000000000001866.0,0,0,1,101,0,0,235,14,0,1,0,0,1,2,0,0,0,3,2,601,0,0,0,0,13,583,1,235,1,17,0,8,0,1,23508,1,610,610.0,235,1,17,0,0,4,100101051,16,20,,33.0,5.0,17.0,4000.0,30.0,,,,1
2000,200000000000000006251,1,17,1,170001,1.0,2000000001471541,2000000000001866.0,0,0,2,301,0,0,235,1,0,1,0,0,1,2,0,0,0,3,1,601,0,0,0,0,2,0,1,235,1,17,0,0,0,0,0,0,999,,601,0,0,0,0,4,100101051,16,20,,7.0,1.0,1.0,0.0,,,,,1
2000,200000000000000006259,1,17,1,170001,1.0,2000000001472020,2000000000001868.0,0,0,2,301,0,0,235,1,0,1,0,0,1,2,0,0,0,3,2,601,0,0,0,0,13,380,1,235,1,17,0,9,0,1,12210,1,931,930.0,235,1,17,0,0,4,100101051,16,20,,23.0,5.0,17.0,0.0,60.0,,,,1
2000,200000000000000006271,1,17,1,170001,1.0,2000000001472737,2000000000001871.0,0,0,2,201,0,0,235,1,0,1,0,0,1,2,0,0,0,3,2,601,0,0,0,0,2,0,1,235,1,17,0,8,0,6,0,0,999,,601,0,0,0,0,4,100101051,16,20,,64.0,6.0,6.0,0.0,,11.0,11.0,1.0,1
2000,200000000000000006273,1,17,1,170001,1.0,2000000001472737,2000000000001871.0,0,0,1,301,0,0,235,1,0,7,0,0,1,2,0,0,0,3,1,601,0,0,0,0,13,308,1,235,1,17,0,9,0,5,0,0,999,,601,0,0,0,0,4,100101051,16,20,,21.0,4.0,16.0,0.0,,,,,1
2000,200000000000000006275,1,17,1,170001,1.0,2000000001472976,2000000000001872.0,0,0,2,301,0,0,235,1,0,7,0,0,1,2,0,0,0,3,1,601,0,0,0,0,13,814,1,235,1,17,0,9,0,5,0,0,999,,601,0,0,0,0,4,100101051,16,20,,21.0,3.0,15.0,0.0,,,,,1
2000,200000000000000006280,1,17,1,170001,1.0,2000000001473215,2000000000001873.0,0,0,1,301,0,0,235,32,0,7,0,0,1,2,0,0,0,3,1,601,0,0,0,0,2,0,1,235,1,17,0,9,0,5,0,0,999,,601,0,0,0,0,4,100101051,16,20,,12.0,6.0,6.0,0.0,,,,,1
2000,200000000000000006279,1,17,1,170001,1.0,2000000001473215,2000000000001873.0,0,0,2,301,0,0,235,32,0,7,0,0,1,2,0,0,0,3,1,601,0,0,0,0,3,0,1,235,1,17,0,9,0,5,0,0,999,,601,0,0,0,0,4,100101051,16,20,,15.0,3.0,9.0,0.0,,,,,1
2000,200000000000000006287,1,17,1,170001,1.0,2000000001473693,2000000000001875.0,0,0,2,201,0,0,235,1,0,1,0,0,1,2,0,0,0,3,2,601,0,0,0,0,13,380,1,235,1,17,0,8,0,1,31408,1,522,521.0,235,1,17,0,0,4,100101051,16,20,,33.0,2.0,14.0,2800.0,25.0,3.0,3.0,0.0,1
2000,200000000000000006293,1,17,1,170001,1.0,2000000001473932,2000000000001876.0,0,0,1,101,0,0,235,1,0,1,0,0,1,2,0,0,0,3,2,601,0,0,0,0,5,1264,1,235,1,17,0,8,0,4,0,0,999,,601,0,0,0,0,4,100101051,16,20,,75.0,3.0,15.0,0.0,,,,,1
2000,200000000000000006295,1,17,1,170001,1.0,2000000001474171,2000000000001877.0,0,0,1,629,0,0,235,1,0,1,0,0,1,2,0,0,0,3,1,601,0,0,0,0,2,0,1,235,1,17,0,0,0,0,0,0,999,,601,0,0,0,0,4,100101051,16,20,,11.0,5.0,5.0,0.0,,,,,1
2000,200000000000000006296,1,17,1,170001,1.0,2000000001474410,2000000000001878.0,0,0,1,301,0,0,235,1,0,1,0,0,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,0,999,,601,0,0,0,0,4,100101051,16,20,,0.0,,,0.0,,,,,1
2000,200000000000000006301,1,17,1,170001,1.0,2000000001474648,2000000000001879.0,0,0,2,301,0,0,235,1,0,7,0,0,1,2,0,0,0,3,0,601,0,0,0,0,5,1263,1,235,1,17,0,8,0,6,0,0,999,,601,0,0,0,0,4,100101051,16,20,,32.0,3.0,12.0,0.0,,2.0,2.0,0.0,1
2000,200000000000000006306,1,17,1,170001,1.0,2000000001474886,2000000000001880.0,0,0,1,301,0,0,235,1,0,7,0,0,1,2,0,0,0,3,2,601,0,0,0,0,2,0,1,235,1,17,0,9,0,5,0,0,999,,601,0,0,0,0,4,100101051,16,20,,14.0,6.0,6.0,0.0,,,,,1
2000,200000000000000006309,1,17,1,170001,1.0,2000000001475124,2000000000001881.0,0,0,1,101,0,0,235,1,0,7,0,0,1,2,0,0,0,3,2,601,0,0,0,0,2,0,1,235,1,17,0,8,0,1,95103,5,463,462.0,235,1,17,0,0,4,100101051,16,20,,45.0,6.0,6.0,10000.0,60.0,,,,1
2000,200000000000000006313,1,17,1,170001,1.0,2000000001475124,2000000000001881.0,0,0,2,301,0,0,235,1,0,7,0,0,1,2,0,0,0,3,1,601,0,0,0,0,4,0,1,235,1,17,0,9,0,5,0,0,999,,601,0,0,0,0,4,100101051,16,20,,18.0,3.0,12.0,0.0,,,,,1
2000,200000000000000006314,1,17,1,170001,1.0,2000000001475124,2000000000001881.0,0,0,2,301,0,0,235,1,0,7,0,0,1,2,0,0,0,3,1,601,0,0,0,0,3,0,1,235,1,17,0,9,0,5,0,0,999,,601,0,0,0,0,4,100101051,16,20,,15.0,3.0,9.0,0.0,,,,,1
2000,200000000000000006325,1,17,1,170001,1.0,2000000001475838,2000000000001884.0,0,0,1,101,0,0,235,19,0,7,0,0,27,2,0,0,0,3,2,601,0,0,0,0,4,0,1,235,1,17,0,1,0,1,27114,4,512,511.0,235,1,17,0,0,4,100101051,16,20,,27.0,1.0,10.0,5000.0,80.0,,,,1
2000,200000000000000006332,1,17,1,170001,1.0,2000000001476313,2000000000001886.0,0,0,2,201,0,0,235,1,0,1,0,0,1,2,0,0,0,3,2,601,0,0,0,0,2,0,1,235,1,17,0,8,0,6,0,0,999,,601,0,0,0,0,4,100101051,16,20,,59.0,6.0,6.0,0.0,,2.0,2.0,0.0,1
2000,200000000000000006334,1,17,1,170001,1.0,2000000001476550,2000000000001887.0,0,0,1,101,0,0,235,32,0,1,0,0,1,2,0,0,0,3,2,601,0,0,0,0,4,0,1,235,1,17,0,4,0,8,0,0,999,,601,0,0,0,0,4,100101051,16,20,,67.0,3.0,12.0,0.0,,,,,1
2000,200000000000000006350,1,17,1,170001,1.0,2000000001477731,2000000000001892.0,0,0,1,101,0,0,235,32,0,2,0,0,1,2,0,0,0,3,2,601,0,0,0,0,4,0,1,235,1,17,0,8,0,4,0,0,999,,601,0,0,0,0,4,100101051,16,20,,71.0,3.0,12.0,0.0,,,,,1
2000,200000000000000006355,1,17,1,170001,1.0,2000000001478201,2000000000001894.0,0,0,2,301,0,0,235,1,0,1,0,0,1,2,0,0,0,3,2,601,0,0,0,0,4,0,1,235,1,17,0,9,0,1,41102,1,466,465.0,235,1,17,0,0,4,100101051,16,20,,26.0,1.0,10.0,1500.0,45.0,,,,1
2000,200000000000006225133,20,1104,108,0,,2000000000297627,2000000001440780.0,0,0,2,101,0,0,235,20,0,5,0,0,1,1,58,1,0,1,2,601,0,0,0,0,18,0,2,235,20,1104,0,4,0,6,0,0,999,,601,0,0,0,0,1,2010890020,0004,5,,70.0,0.0,0.0,0.0,,3.0,3.0,1.0,509
2000,200000000000006477490,20,1309,314,13090001,1.0,2000000000133139,2000000001491882.0,0,0,1,101,0,0,235,20,0,5,0,0,1,2,0,0,0,3,2,601,0,0,0,0,2,0,1,235,20,1309,0,7,0,1,62205,6,113,113.0,235,20,1309,0,0,1,2031401000,0033,1,,59.0,3.0,3.0,0.0,48.0,,,,531
2000,200000000000006482071,20,1313,318,13130002,2.0,2000000000145334,2000000001492790.0,0,0,1,301,0,0,235,20,0,1,0,0,1,2,0,0,0,3,1,601,0,0,0,0,3,0,1,235,20,1313,0,9,0,8,0,0,999,,601,0,0,0,0,2,2031890189,0002,12,,17.0,3.0,9.0,0.0,,,,,525
2000,200000000000006473747,20,1313,318,0,,2000000001037444,2000000001492620.0,0,0,2,301,0,0,235,20,0,5,0,0,5,2,0,0,0,3,2,601,0,0,0,0,0,0,2,235,20,1313,0,9,0,6,0,0,999,,601,0,0,0,0,1,2031890013,0013,7,,23.0,,0.0,0.0,,1.0,1.0,1.0,525
2000,200000000000006485016,20,1315,320,13150001,1.0,2000000000191605,2000000001493471.0,0,0,1,101,0,0,235,20,0,2,0,0,1,1,58,1,0,1,2,601,0,0,0,0,10,1359,1,235,20,1315,0,1,0,1,23508,1,610,610.0,235,20,1315,0,0,1,2032000000,0045,1,,30.0,4.0,13.0,4000.0,25.0,,,,587
2000,200000000000006478024,20,1318,323,13180001,1.0,2000000000091663,2000000001493832.0,0,0,2,201,0,0,235,20,0,5,0,0,1,1,57,1,0,3,2,601,0,0,0,0,2,0,1,235,20,1318,0,8,0,6,0,0,999,,601,0,0,0,0,1,2032390032,0001,2,,33.0,6.0,6.0,0.0,,5.0,5.0,2.0,457
2000,200000000000006503697,20,1319,324,0,,2000000001098898,2000000001494242.0,0,0,1,101,0,0,235,20,0,5,0,0,1,2,0,0,0,3,2,601,0,0,0,0,2,0,1,235,20,1319,0,8,0,1,71201,1,236,230.0,235,20,1319,0,0,1,2032490044,0138,8,,39.0,4.0,4.0,2571.0,45.0,,,,520
2000,200000000000006756738,20,1540,546,0,,2000000000744619,2000000001552147.0,0,0,1,623,0,0,235,20,0,1,0,0,1,2,0,0,0,1,2,601,0,0,0,0,3,0,1,235,20,1540,0,8,0,1,96203,1,610,610.0,235,20,1063,0,0,1,2054690000,0023,1,,37.0,2.0,8.0,1600.0,40.0,,,,513
2000,200000000000006765705,20,1544,550,15440001,1.0,2000000000247615,2000000001553913.0,0,0,1,101,0,0,235,20,0,7,0,0,1,1,107,1,0,1,2,601,0,0,0,0,2,0,1,235,20,1544,0,8,0,2,61111,5,111,110.0,235,20,1544,0,0,1,2055002000,005A,2,,80.0,3.0,3.0,1543.0,40.0,,,,512
2000,200000000000006771171,20,1544,550,15440002,2.0,2000000000507700,2000000001554044.0,0,0,2,201,0,0,235,20,0,10,0,0,1,2,0,0,0,1,2,601,0,0,0,0,3,0,1,235,20,1544,0,8,0,1,31101,1,999,999.0,235,20,1063,0,0,2,2055001000,0083,3,,28.0,3.0,9.0,1000.0,,1.0,1.0,0.0,512
2000,200000000000005008252,15,775,121,7750007,7.0,2000000001998652,2000000001152981.0,0,0,2,201,0,0,235,11,0,5,0,0,1,2,0,0,0,3,2,601,0,0,0,0,2,0,1,235,15,775,0,8,0,6,0,0,999,,601,0,0,0,0,2,1512190000,1123,1,,43.0,5.0,5.0,0.0,,2.0,2.0,0.0,198
